symbol,date,monthly_return
ARGT,2015-01-30,-0.016137749423917658
ARGT,2015-02-27,0.09786772313145309
ARGT,2015-03-31,0.043824741090289665
ARGT,2015-04-30,0.050572474102116516
ARGT,2015-05-29,-0.04586752673720529
ARGT,2015-06-30,-0.04616849545595758
ARGT,2015-07-31,-0.08582828710786894
ARGT,2015-08-31,-0.015283568364233835
ARGT,2015-09-30,-0.11585395158382028
ARGT,2015-10-30,0.25141095015250525
ARGT,2015-11-30,-0.05360714746079043
ARGT,2015-12-31,-0.03440812487788891
ARGT,2016-01-29,-0.05143808338681255
ARGT,2016-02-29,0.07930044558155469
ARGT,2016-03-31,0.04375993769090236
ARGT,2016-04-29,0.07349915301268695
ARGT,2016-05-31,0.002892798538462582
ARGT,2016-06-30,0.07211568727960249
ARGT,2016-07-29,0.013004411558930284
ARGT,2016-08-31,-0.0048695021245251935
ARGT,2016-09-30,0.06227756073285562
ARGT,2016-10-31,-0.0033501955956011242
ARGT,2016-11-30,-0.028991464708347015
ARGT,2016-12-30,0.0015215131781012303
ARGT,2017-01-31,0.11361650838060999
ARGT,2017-02-28,0.023364522892700856
ARGT,2017-03-31,0.07496184730618793
ARGT,2017-04-28,0.015221314254034057
ARGT,2017-05-31,0.05683402027385953
ARGT,2017-06-30,-0.0336522424789687
ARGT,2017-07-31,0.013997924688984087
ARGT,2017-08-31,3.367487981935646e-4
ARGT,2017-09-29,0.07034660082296007
ARGT,2017-10-31,0.006289474984717547
ARGT,2017-11-30,0.008437512198360642
ARGT,2017-12-29,0.09957490507404332
ARGT,2018-01-31,0.08071354039419965
ARGT,2018-02-28,-0.029874144147013504
ARGT,2018-03-29,-0.03619656543470329
ARGT,2018-04-30,-0.019899043086534562
ARGT,2018-05-31,-0.14755522355829243
ARGT,2018-06-29,-0.095269983808413
ARGT,2018-07-31,0.09862799859165539
ARGT,2018-08-31,-0.11879845625543128
ARGT,2018-09-28,0.019532763777596163
ARGT,2018-10-31,-0.04883536304827929
ARGT,2018-11-30,0.01500783333726341
ARGT,2018-12-31,-0.07427672230078408
ARGT,2019-01-31,0.1908818242460384
ARGT,2019-02-28,0.008228981153798776
ARGT,2019-03-29,-0.020226916176125265
ARGT,2019-04-30,-0.056501374290041206
ARGT,2019-05-31,0.08023037639742703
ARGT,2019-06-28,0.1527823485270252
ARGT,2019-07-31,0.004970469702989755
ARGT,2019-08-30,-0.30695525150161806
ARGT,2019-09-30,0.01739545826026112
ARGT,2019-10-31,-0.04077188212471117
ARGT,2019-11-29,0.081353193042764
ARGT,2019-12-31,0.12706494413481484
ARGT,2020-01-31,-0.03986472008738062
ARGT,2020-02-28,-0.10184084077887379
ARGT,2020-03-31,-0.28303532251533003
ARGT,2020-04-30,0.0973235538552033
ARGT,2020-05-29,0.2095342849659929
ARGT,2020-06-30,0.09670011627883768
ARGT,2020-07-31,0.11157563557807104
ARGT,2020-08-31,-0.032706762872109496
ARGT,2020-09-30,-0.09483089394875921
ARGT,2020-10-30,0.010304782505896393
ARGT,2020-11-30,0.2133445525021047
ARGT,2020-12-31,0.06707978468947307
ARGT,2021-01-29,-0.05003300517870857
ARGT,2021-02-26,0.0142065657332624
ARGT,2021-03-31,-0.014349145342297254
ARGT,2021-04-30,0.03639510196356621
ARGT,2021-05-28,0.02642149479214395
ARGT,2021-06-30,0.010576414524175348
ARGT,2021-07-30,0.010648580440462352
ARGT,2021-08-31,0.17177537392348152
ARGT,2021-09-30,-0.09128073619327892
ARGT,2021-10-29,-0.015292195475077652
ARGT,2021-11-30,-0.1144946895039749
ARGT,2021-12-31,0.08386759182717407
ARGT,2022-01-31,-0.008640096096505623
ARGT,2022-02-28,0.0442221143707735
ARGT,2022-03-31,0.10077291361177076
ARGT,2022-04-29,-0.10923896275559719
ARGT,2022-05-31,-0.027742773654655273
ARGT,2022-06-30,-0.18370262964415285
ARGT,2022-07-29,0.12137085202151399
ARGT,2022-08-31,0.07335498073196689
ARGT,2022-09-30,-0.032495859855167675
ARGT,2022-10-31,0.07686982918211793
ARGT,2022-11-30,0.057556246680977585
ARGT,2022-12-30,0.0464800029949326
ARGT,2023-01-31,0.19605532496060185
ARGT,2023-02-28,-0.02239731222839003
ARGT,2023-03-31,-0.011329230508111077
ARGT,2023-04-28,5.091334048230589e-4
ARGT,2023-05-31,0.01298045295899053
ARGT,2023-06-30,0.15769706639746328
ARGT,2023-07-31,0.022935929757093687
ARGT,2023-08-31,0.013239246118796677
ARGT,2023-09-29,-0.13003143734518996
ARGT,2023-10-31,-0.06879867059192912
ARGT,2023-11-30,0.31373580086713826
ARGT,2023-12-29,0.026867309904451853
ARGT,2024-01-31,0.02045187510511104
ARGT,2024-02-29,-0.048291620730024354
ARGT,2024-03-28,0.07882076672298544
ARGT,2024-04-30,0.06748458032620852
ARGT,2024-05-31,0.09299894365610761
ARGT,2024-06-28,-0.09141806890094906
ARGT,2024-07-31,0.007569108738202157
ARGT,2024-08-30,0.13888885667565365
ARGT,2024-09-30,0.017027159011334225
ARGT,2024-10-31,0.09969844887453383
ARGT,2024-11-29,0.14552181254276375
ARGT,2024-12-31,0.0010448996414802458
ARGT,2025-01-31,0.04608685125754919
ARGT,2025-02-28,-0.042784484543663015
ARGT,2025-03-31,-0.024281202254392564
ARGT,2025-04-30,0.061037424066152646
ARGT,2025-05-30,0.0528590043910937
ARGT,2025-06-30,-0.06018653108342187
ARGT,2025-07-31,-0.023840388892763964
ARGT,2025-08-29,-0.030951499417020578
ARGT,2025-09-30,-0.12963193104440784
ARGT,2025-10-31,0.3530675935334189
ARGT,2025-11-28,-0.012819196580741044
ARGT,2025-12-31,-0.011494472728386773
ARGT,2026-01-30,0.07428064241622034
ARGT,2026-02-27,-0.08594694940025982
ARGT,2026-03-31,0.03966124319563846
ARGT,2026-04-30,-0.023681930807818663
ARGT,2026-05-29,0.07233007452682538
ARGT,2026-06-30,-0.06212692760926142
ARGT,2026-07-31,0.04216865657647939
ARGT,2026-08-31,-0.006305816757742333
ARGT,2026-09-18,-0.022422027267640754
COPX,2015-01-30,-0.1767882763337778
COPX,2015-02-27,0.18360664450598896
COPX,2015-03-31,-0.06094186430927262
COPX,2015-04-30,0.17846607362972233
COPX,2015-05-29,-0.0888610167292091
COPX,2015-06-30,-0.056318703482787225
COPX,2015-07-31,-0.18340614415002843
COPX,2015-08-31,-0.07486625566750094
COPX,2015-09-30,-0.18304427616254393
COPX,2015-10-30,0.18867908323903104
COPX,2015-11-30,-0.16534388975577208
COPX,2015-12-31,-0.05308970603100627
COPX,2016-01-29,-0.15241315762364127
COPX,2016-02-29,0.19080922359704244
COPX,2016-03-31,0.18372463539035588
COPX,2016-04-29,0.21828511814479823
COPX,2016-05-31,-0.1559045623016797
COPX,2016-06-30,0.062026199366857604
COPX,2016-07-29,0.12913685348310167
COPX,2016-08-31,-0.08908036467726721
COPX,2016-09-30,0.05867501010385401
COPX,2016-10-31,0.04529210253441396
COPX,2016-11-30,0.21208627402496028
COPX,2016-12-30,-0.05371329596175034
COPX,2017-01-31,0.23449973882999076
COPX,2017-02-28,-0.05062757320908384
COPX,2017-03-31,-0.04308892116351326
COPX,2017-04-28,-0.04636674860706802
COPX,2017-05-31,-0.055165949664494396
COPX,2017-06-30,0.038100095810437606
COPX,2017-07-31,0.19828429266568892
COPX,2017-08-31,0.05330149875318124
COPX,2017-09-29,-0.06155584795155966
COPX,2017-10-31,0.029778712400428065
COPX,2017-11-30,-0.0449394228028589
COPX,2017-12-29,0.13684447328509153
COPX,2018-01-31,0.026325404226918314
COPX,2018-02-28,-0.03099395579454367
COPX,2018-03-29,-0.04485288817025035
COPX,2018-04-30,-0.0019243599889491314
COPX,2018-05-31,-0.010027297388544243
COPX,2018-06-29,-0.06038169019307915
COPX,2018-07-31,0.0024875143865503713
COPX,2018-08-31,-0.11869313043090146
COPX,2018-09-28,0.03660268517142318
COPX,2018-10-31,-0.12539613561103702
COPX,2018-11-30,0.02173918156631993
COPX,2018-12-31,-0.0482784383322834
COPX,2019-01-31,0.11906061280204461
COPX,2019-02-28,0.0649095459117881
COPX,2019-03-29,0.001833421861784812
COPX,2019-04-30,-0.012809047858884925
COPX,2019-05-31,-0.1473584664809503
COPX,2019-06-28,0.14262844813766984
COPX,2019-07-31,-0.08557681228293801
COPX,2019-08-30,-0.12986331916785543
COPX,2019-09-30,0.033836904476358454
COPX,2019-10-31,0.02162466551166098
COPX,2019-11-29,0.03718532995494517
COPX,2019-12-31,0.12385463721110579
COPX,2020-01-31,-0.13927184080305954
COPX,2020-02-28,-0.10806164404523744
COPX,2020-03-31,-0.24166676295184442
COPX,2020-04-30,0.21808952207209753
COPX,2020-05-29,0.07911177094759081
COPX,2020-06-30,0.1391486957033654
COPX,2020-07-31,0.12414969290119027
COPX,2020-08-31,0.120020122214475
COPX,2020-09-30,-0.06708691684777102
COPX,2020-10-30,0.03764487521641513
COPX,2020-11-30,0.25302346498245165
COPX,2020-12-31,0.13913619690168644
COPX,2021-01-29,-0.021739187460364295
COPX,2021-02-26,0.24511771398472715
COPX,2021-03-31,-0.038398927723048204
COPX,2021-04-30,0.10967368762438023
COPX,2021-05-28,0.045109025186948815
COPX,2021-06-30,-0.09526297868182787
COPX,2021-07-30,0.018842448137203593
COPX,2021-08-31,-0.024570909920667905
COPX,2021-09-30,-0.07367249042186519
COPX,2021-10-29,0.09122793759125081
COPX,2021-11-30,-0.04849940042170897
COPX,2021-12-31,0.05033102702569603
COPX,2022-01-31,0.013546630884934796
COPX,2022-02-28,0.1387324147275506
COPX,2022-03-31,0.06831012680473791
COPX,2022-04-29,-0.12019342121439003
COPX,2022-05-31,-0.012487455708972695
COPX,2022-06-30,-0.21436620256204975
COPX,2022-07-29,0.0036207787763771204
COPX,2022-08-31,-0.02099044060353683
COPX,2022-09-30,-0.053266325373098056
COPX,2022-10-31,0.014508080587448458
COPX,2022-11-30,0.2622952231016549
COPX,2022-12-30,-0.01015453024465418
COPX,2023-01-31,0.16539639159737818
COPX,2023-02-28,-0.08282867949486394
COPX,2023-03-31,0.022181006844560036
COPX,2023-04-28,0.020149685680844298
COPX,2023-05-31,-0.12382864277887895
COPX,2023-06-30,0.1030080034606482
COPX,2023-07-31,0.10889787856709998
COPX,2023-08-31,-0.0931737090758521
COPX,2023-09-29,-0.038299117500717905
COPX,2023-10-31,-0.09777525797836117
COPX,2023-11-30,0.04657551631705448
COPX,2023-12-29,0.1018425347046239
COPX,2024-01-31,-0.03493334766544531
COPX,2024-02-29,-0.005802813508151816
COPX,2024-03-28,0.17926637383211497
COPX,2024-04-30,0.07871795416610605
COPX,2024-05-31,0.05287293632656165
COPX,2024-06-28,-0.060652504640239746
COPX,2024-07-31,-0.030370179044767687
COPX,2024-08-30,-0.009144998299297047
